0,1
Relación con la Ley 27.520,Capítulo III: Plan Nacional de Adaptación y Mitigación al Cambio\nClimático. Artículo 19. Inc. c).\nCapítulo IV: Medidas y Acciones Mínimas de Adaptación. Artículo 22.\nInc. d).\nCapítulo VI: De la Participación y la Información. Artículo 25. Inc. d).
Medida que genera reducción del riesgo climático.,
Medida que genera reducción del riesgo climático.,
Medida,"[TS-17] Fortalecer la cartografía existente, elaborar nueva para\ngenerar mapas de riesgo y promover el empleo de estas para el\ndiseño de proyectos"
,"[TS-17] Fortalecer la cartografía existente, elaborar nueva para"
,generar mapas de riesgo y promover el empleo de estas
Descripción,"Elaboración, actualización, difusión y sistematización de información\ngeorreferenciada de utilidad para el diseño de obras y la prevención y\nrespuesta ante desastres, especialmente la referida a riesgos\nasociados a inundaciones.\nEsto incluye la elaboración y actualización frecuente de la cartografía\nbase de cuencas hidrográficas de escala nacional y a nivel de cuencas,\nincluída la contemplada en el SINARAME, en la Red Hidrológica\nNacional y en los SIG de cuencas. Asimismo, incluye la cartografía de\nriesgo asociada a las presas bajo la jurisdicción del Organismo\nRegulador de Seguridad de Presas (ORSEP) y su aplicación en los\nPlanes Acción de Durante Emergencias (PADEs) y Planes Internos\nDurante Emergencias (PIDEs).\nEl diseño de nueva cartografía está vinculado tanto a mapas de\ninundaciones a varias escalas, tramos viajes de corredores y otros\nriesgos hidroclimáticos, como a otra información que resulta necesaria\npara hacer un análisis integral de los proyectos (ubicación de\nproyectos de infraestructura vinculada, zonas de visibilidad reducida\npor niebla o polvo en rutas, otros riesgos ambientales que exacerban\nlos riesgos climáticos como sismos, entre otros).\nEsta medida comprende también acciones de integración y acceso de\ntoda la cartografía mencionada, así como acciones de capacitación y\ndifusión de estas herramientas entre el personal técnico nacional y\nsubnacional, especialmente en el uso para el diseño de proyectos de\nhábitat y vivienda."
Metas,"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de\ncorredores bajo competencia de Corredores Viales considerando\nproyecciones climáticas.\nAl 2025:\nSe actualizan los 15 mapas de inundación integrantes de los\nPADEs y de los PIDEs correspondientes a las presas bajo\njurisdicción de ORSEP considerando proyecciones climáticas.\nEl personal de las Unidades Ejecutoras de Programas de\nVivienda Nacional conoce y aplica las herramientas de\ninformación hidrológica georreferenciada disponible.\nAl 2030,"
"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de",
corredores bajo competencia de Corredores Viales considerando,
proyecciones climáticas.,
Al 2025:,
Se actualizan los 15 mapas de inundación integrantes de los,
PADEs y de los PIDEs correspondientes a las presas bajo,
jurisdicción de ORSEP considerando proyecciones climáticas,
El personal de las Unidades Ejecutoras de Programas d,
Vivienda Nacional conoce y aplica las herramientas de,
información hidrológica georreferenciada disponible.,
"[TS-17] Fortalecer la cartografía existente, elaborar nueva para generar mapas de riesgo y promover el empleo de estas para el diseño de proyectos",
"[TS-17] Fortalecer la cartografía existente, elaborar nueva para",
generar mapas de riesgo y promover el empleo de estas,
"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de corredores bajo competencia de Corredores Viales considerando proyecciones climáticas. Al 2025: Se actualizan los 15 mapas de inundación integrantes de los PADEs y de los PIDEs correspondientes a las presas bajo jurisdicción de ORSEP considerando proyecciones climáticas. El personal de las Unidades Ejecutoras de Programas de Vivienda Nacional conoce y aplica las herramientas de información hidrológica georreferenciada disponible. Al 2030,",
El personal de las Unidades Ejecutoras de Programas d,
Vivienda Nacional conoce y aplica las herramientas de,
información hidrológica georreferenciada disponible.,
"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de corredores bajo competencia de Corredores Viales considerando proyecciones climáticas. Al 2025: Se actualizan los 15 mapas de inundación integrantes de los PADEs y de los PIDEs correspondientes a las presas bajo jurisdicción de ORSEP considerando proyecciones climáticas. El personal de las Unidades Ejecutoras de Programas de Vivienda Nacional conoce y aplica las herramientas de información hidrológica georreferenciada disponible. Al 2030,",
Se actualizan los 15 mapas de inundación integrantes de los,
PADEs y de los PIDEs correspondientes a las presas bajo,
jurisdicción de ORSEP considerando proyecciones climáticas,
"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de corredores bajo competencia de Corredores Viales considerando proyecciones climáticas. Al 2025: Se actualizan los 15 mapas de inundación integrantes de los PADEs y de los PIDEs correspondientes a las presas bajo jurisdicción de ORSEP considerando proyecciones climáticas. El personal de las Unidades Ejecutoras de Programas de Vivienda Nacional conoce y aplica las herramientas de información hidrológica georreferenciada disponible. Al 2030,",
Al 2025:,
"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de corredores bajo competencia de Corredores Viales considerando proyecciones climáticas. Al 2025: Se actualizan los 15 mapas de inundación integrantes de los PADEs y de los PIDEs correspondientes a las presas bajo jurisdicción de ORSEP considerando proyecciones climáticas. El personal de las Unidades Ejecutoras de Programas de Vivienda Nacional conoce y aplica las herramientas de información hidrológica georreferenciada disponible. Al 2030,",
"Al 2023, se elaboran Mapas Ambientales de los 10 tramos viales de",
corredores bajo competencia de Corredores Viales considerando,
proyecciones climáticas.,
,Se cuenta con un sistema integrado de información geográfica\nque incluya como mínimo la cartografía existente vinculada a\nla gestión integral de recursos hídricos y la gestión de riesgos.\nSe actualiza y/o desarrolla cartografía que considere los\nescenarios futuros de cambio climático en las cuencas\ninterjurisdiccionales y en las correspondientes a las presas\nbajo jurisdicción nacional.\nLos equipos técnicos de diseño y evaluación de proyectos de\nvivienda y hábitat incorporan el uso de herramientas de\ninformación georreferenciada asociada a riesgos de origen\nhidroclimático.\nLos equipos técnicos de diseño y evaluación de proyectos de\nobras públicas incorporan el uso de herramientas de\ninformación georreferenciada con proyecciones climáticas.
,Los equipos técnicos de diseño y evaluación de proyectos de
,obras públicas incorporan el uso de herramientas de
,información georreferenciada con proyecciones climáticas.
Alcance geográfico o poblacional,Nacional
"Adaptación, mitigación o pérdidas y daños",Adaptación
Riesgos climáticos asociados,"Las acciones que comprende la medida aportan a la reducción de\nriesgos vinculados a las afectaciones a la salud de las poblaciones\nrurales y urbanas, a las afectaciones a la transitabilidad y conectividad\nfísica de personas, a las afectaciones a la vivienda y el hábitat y otras\ninfraestructuras de servicios, debidos a eventos de inundación.\nEsto se debe a que la medida aporta a la cantidad y disponibilidad de\ninformación geográfica que hace posible la confección de cartografías\nútiles para la prevención frente a inundaciones."
Reducción estimada de emisiones al 2030 (MtCO2e),N/A
Autoridad de aplicación,Ministerio de Obras Públicas\nMinisterio de Desarrollo Territorial y Hábitat
Se cuenta con un sistema integrado de información geográfica que incluya como mínimo la cartografía existente vinculada a la gestión integral de recursos hídricos y la gestión de riesgos. Se actualiza y/o desarrolla cartografía que considere los escenarios futuros de cambio climático en las cuencas interjurisdiccionales y en las correspondientes a las presas bajo jurisdicción nacional. Los equipos técnicos de diseño y evaluación de proyectos de vivienda y hábitat incorporan el uso de herramientas de información georreferenciada asociada a riesgos de origen hidroclimático. Los equipos técnicos de diseño y evaluación de proyectos de obras públicas incorporan el uso de herramientas de información georreferenciada con proyecciones climáticas.,
Los equipos técnicos de diseño y evaluación de proyectos de,
obras públicas incorporan el uso de herramientas de,
información georreferenciada con proyecciones climáticas.,
Estado de implementación,En implementación inicial
Período de ejecución,2018 - 2030
Estimación de gastos al 2030,USD 4.240.000\nNota: capacitaciones y generacion de cartografia
Financiamiento,Tesoro Nacional\nFondos privados de concesionarios de presas y rutas\nFuentes internacionales
Instrumentos y herramientas de implementación,"Sistema Nacional de Información Hídrica.\nSistema Nacional de Alerta y Monitoreo de Emergencias\n(SINAME).\nPlataforma IDERA.\nSistema de Mapas de Riesgo del Cambio Climático (SIMARCC).\nAcuerdo de colaboración y transferencia de información con el\nConsejo Hídrico Federal (COHIFE) y con la Comisión Nacional\nde Actividades Espaciales (CONAE).\nPrograma de Gestión Integral de Riesgos Hidroclimáticos en el\nmarco del Plan Argentina Grande Plan de Obras Públicas para\nel Desarrollo de la Nación.\nConvenios de ORSEP con provincias y organismos\nmultilaterales de crédito (CAF, BID, etc.); convenios con\norganismos técnicos, nacionales e internacionales (USACE,\nMinisterio transición ecológica España, etc.).\nPortal de capacitación INAP."
Necesidades y barreras,Necesidad de una mayor articulación interinstitucional y de la\ngeneración de acuerdos y convenios para disponibilizar la\ninformación.\nInsuficiente disponibilidad de información de las amenazas\nclimáticas y no climáticas georeferenciadas con distintos
Insuficiente d,
Necesidad de una mayor articulación interinstitucional y de la generación de acuerdos y convenios para disponibilizar la información. Insuficiente disponibilidad de información de las amenazas climáticas y no climáticas georeferenciadas con distintos,
Insuficiente d,
,niveles de desagregación de datos.\nInsuficiente disponibilidad de recursos técnicos locales con\ncapacidad para actualizar los planos de inundación y realizar\nlos relevamientos de terreno.\nInsuficiente disponibilidad de fondos provinciales para realizar\nmapas de inundación.\nLa prevención de riesgos climáticos requiere una planificación\ncon un horizonte temporal mayor al de los contratos de\nconcesión de presas y rutas.\nNecesidad de una agenda legislativa sobre la seguridad de\npresas.
Indicadores para el monitoreo,Ministerio de Obras Públicas:\nCantidad de presas con mapas de inundación actualizados\naprobados por ORSEP\nCantidad de PADE actualizados en el año por ORSEP\nCantidad de PADEs implementados por ORSEP\nCantidad de organismos de gestión de emergencias\ncapacitados por ORSEP\nDisponibilidad de sistema integral con información de riesgos\nhidroclimáticos\nCantidad de mapas elaborados y finalizados en cuanto a la\nidentificación de potenciales zonas de riesgos de desastres\nque estén afectadas por el Cambio Climático (INPRES)\nMinisterio de Desarrollo Territorial y Hábitat:\nCantidad de unidades ejecutoras de programas de vivienda\nnacional capacitadas respecto a herramientas de información\ngeorreferenciada
